Judul,Tahun,Abstract
"PENERAPAN SISTEM REKOMENDASI WEIGHTED PRODUCT PADA ECOMMERCE BUSANA MUSLIM FAZIRA
                    ﻿",2017,"Toko Fazira sebagai toko yang mempunyai segmen pasar islam perempuan.
Mulai dari kerudung, busana, dan gamis telah menyediakan busana muslim yang
sesuai dengan model masa kini. Sistem penjualan, toko Fazira sampai saat ini masih
menggunakan sistem konvensional dimana pelanggan harus datang ke toko untuk
melihat produk yang dijual dan melakukan transaksi di tempat. Kegiatan tersebut
akan memakan waktu dan biaya bagi pelanggan yang dari luar kota. Tingginya
persaingan dalam bisnis penjualan busana muslim mendorong toko Fazira untuk
memperluas pangsa pasar.
Pelanggan toko Fazira biasanya akan dihadapkan dengan permasalahan
banyaknya pilihan item busana muslim yang ada. Sebelum pelanggan datang ke toko
Fazira terlebih dahulu pelanggan mempunyai pilihan terhadap suatu item yang
dicarinya. Ada juga pelanggan yang datang tanpa adanya tujuan item busana muslim
yang akan dicarinya. Pelanggan yang belum ada pilihan tersebut akan mengalami
kesulitan dalam mengambil keputusan memilih busana muslim dengan banyaknya
item yang ada. Diperlukan suatu rekomendasi baik itu dari pelanggan maupun dari
sistem yang ada.
Permasalahan yang terjadi pada toko Fazira menjadikan pihak manajemen
toko Fazira harus mengambil langkah baru yang tepat. Langkah tersebut adalah
dengan membangun sebuah sistem informasi penjualan onlline atau lebih dikenal
dengan sebutan e-commerce yang menerapkan sistem rekomendasi.
Sistem akan merekomendasikan item-item tertentu pada user yang melakukan
pembelian. Hasil rekomendasinya hanya dikhususkan untuk user dan memungkinkan
user mendapatkan rekomendasi busana yang tepat. Metode yang digunakan dalam
penerapan sistem rekomendasi tersebut adalah Weighted Product. Metode tersebut
merupakan metode yang digunakan untuk merekomendasikan item berdasarkan
kesesuaian antara kerudung dengan busana dan selanjutnya dilakukan perankingan
untuk mendapatkan rekomendasi terbaik untuk user.
Pemilihan busana muslim misalnya, ketika pelanggan memilih busana biasanya
mereka juga akan memilih kerudung sebagai pasangan busana tersebut. Pemilihan
tersebut berdasarkan kriteria kesesuaian antara busana dengan kerudung. Alasan
inilah yang menjadikan Weighted Product sebagai metode dalam penerapan sistem
rekomendasi pada e-commerce busana muslim Fazira."
"SISTEM INFORMASI REKOMENDASI PERUBAHASAN STATUS PELANGGAN MENGGUNAKAN ALGORITMA C4.5 (Studi Kasus: PT. Herona Express Jember)
                    ﻿",2017,"Persaingan antar kompetitor yang bergerak di bidang pengiriman barang melalui
kereta api secara tidak langsung menuntut para pesaing bisnis dan penyedia jasa untuk
selalu menciptakan inovasi baru agar menjadi lebih unggul. Pelanggan merupakan
salah satu aset perusahaan yang harus dikelola dengan baik agar tidak pindah ke
kompetitor lain. Salah satu cara mempertahankan pelanggan adalah dengan
memberikan pelayanan khusus pada tingkatan pelanggan tertentu. Berdasarkan
permasalahan tersebut, maka dibutuhkan sebuah sistem informasi yang dapat
merekomendasikan perubahan status pelanggan dan saran berdasarkan track record
transaksi pelanggan secara akurat sehingga dapat membantu perusahaan untuk
memberikan pelayanan dengan lebih tepat dan efisien.
Prediksi rekomendasi perubahan status pelanggan yang diterapkan dalam sistem
ini menggunakan analisis RFM (Recency, Frequency dan Monetary) dan Data Mining
Classification Algoritma C4.5. Model prediksi tersebut akan menentukan kelas suatu
pelanggan dan memberikan prediksi. Perhitungan prediksi tersebut menggunakan
Algoritma C4.5 yang menghasilkan rule untuk selanjutnya digunakan sebagai dasar
prediksi. Hasil dari penelitian ini adalah prediksi rekomendasi suatu pelanggan
berdasarkan pola track record transaksi pelanggan sebelumnya."
"PENERAPAN METODE FUZZY TIME SERIES UNTUK MEMPREDIKSI TINGKAT PENJUALAN BATIK JEMBER (STUDI KASUS: RUMAH BATIK ROLLA)
                    ﻿",2016,"Batik khas Jember merupakan salah satu jenis batik daerah yang memiliki
khas dengan motif daun tembakaunya. Tidak sedikit batik dari daerah Jember ini
yang telah dijual di luar kota Jember itu sendiri, bahkan ada yang sudah mencapai
pasar International. Salah satu sentra batik binaan dari Dinas Perindustrian dan
Perdagangan Kabupaten Jember yaitu Rumah Batik Rolla. Batik Rolla selain
terkenal dalam pasar daerah Jember juga telah mencapai dibeberapa pasar kota-kota
besar di Indonesia dan bahkan telah menjamah pasar luar negeri. Strategi penjualan
yang diterapkan
Rumah Batik Rolla selain memasarkan dalam jumlah tertentu juga
menerima pesanan dari konsumen yang ingin membuat batik dengan motif tertentu.
Hal ini yang menyebabkan omset penjualan perbulan dari Rumah Batik Rolla
mencapai 2000 potong kain perbulan. Namun masih terdapat kendala dalam
penyediaan produk dalam pemasaran yang telah ditetapkan. Terkadang jumlah
produk yang ditetapkan untuk pemasaran mengalami kekurangan, hal ini
dikarenakan permintaan pasar yang kadang berubah-ubah dan jumlah stok yang
disediakan yang kurang. Perhitungan prediksi yang kurang matematis
menyebabkan penjualan yang dilakukan kurang efisien.
Oleh karena itu dibutuhkan sebuah sistem informasi yang dapat membantu
pihak manajemen Rumah Batik Rolla untuk mempermudah dalam memprediksi
tingkat penjualan pada proses pemasaran yang berikutnya. Diharapkan
permasalahan yang dihadapi dalam proses pemasaran dapat terselesaikan dengan
meminimalkan tingkat kekeliruan dalam sistem prediksi yang telah ada.
Perancangan sistem dilakukan dengan memanfaatkan metode fuzzy time
series yang menggunakan himpunan fuzzy sebagai suatu kelas bilangan dengan
batasan yang samar. Dengan kata lain, peramalan yang dilakukan dengan sistem
fuzzy menggunakan nilai linguistik bukan nilai rill dan juga tidak bergantung pada
asumsi apakah data stasioner terhadap ragam ataupun rata-rata. Dengan
menggunakan pengujian nilai Mean Absolute Percentage Error (MAPE)
diharapkan hasil prediksi yang diperoleh lebih akurat sehingga dapat menghasilkan
laba maksimal dari hasil penjualan."
"PEMBUATAN SISTEM INFORMASI TEKNIKAL FOREX UNTUK MEMBANTU MENGANALISA PERGERAKAN PASAR MENGGUNAKAN METODE REGRESI LINEAR SQUARE
                    ﻿",2016,"Sistem analisa forex dirancang dan dibangun dengan mempunya 2 hak
akses dan berbagai fitur. Hak akses pertama adalah hak akses user dimana
hak akses ini hanya bisa mendapatkan fitur analisa dan analisa sesuai
parameter, sedangkan hak akses kedua aladah hak akses admin yang
mepunya hak untuk mengatur data center untuk mengubah, menambah dan
menghapus data. Pengaman hak akses ini di lakukan menggunakan halaman login yang
memiliki username dan password. Sistem analisa forex ini dirancang dengan rumus Regresion Linear Square
sehingga bisa memprediksi harga dengan cepat dan akurasi sangat tinggi
untuk kedepannya dengan data history. User dapat menggunakan perhitungan sendiri dengan parameter yang
sudah disiapkan. Pada priode 8 menghasilkan LSMA dititik 1.09241 di pair EURUSD.  Pada priode 20 menghasilkan LSMA dititik 1.53920 di pair EURUSD."
"IMPLEMENTASI METODE FUZZY AHP PADA SISTEM PENUNJANG KEPUTUSAN PENENTUAN TOPIK SKRIPSI ( STUDI KASUS : PROGRAM STUDI SISTEM INFORMASI UNIVERSITAS JEMBER )
                    ﻿",2016,"Skripsi merupakan istilah yang digunakan di Indonesia untuk
mengilustrasikan karya tulis ilmiah berupa paparan tulisan hasil penelitian sarjana
strata 1 yang membahas suatu permasalahan dalam bidang tertentu sesuai bidang
studi sebagai tugas akhir dalam studi formalnya di perguruan tinggi. Dalam proses
penyusunan skripsi terdapat beberapa tahap yang dilalui, tahapan pertama adalah
mahasiswa harus menentukan topik dari skripsi yang akan diambil."
"SISTEM PREDIKSI PENJUALAN ROKOK PADA PR GAGAK HITAM BONDOWOSO MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING (Studi Kasus PR Gagak Hitam Bondowoso)
                    ﻿",2016,"Perusahaan Rokok (PR) Gagak Hitam merupakan salah satu industri yang
memproduksi rokok di Bondowoso. Rokok yang diproduksi digolongkan menjadi
2 yaitu SKT (Sigaret Kretek Tangan) dan SKM (Sigaret Kretek Mesin).
Permasalahan yang dialami PR Gagak Hitam adalah sering tersendatnya kegiatan
produksi terutama pada produksi rokok jenis SKM diakibatkan masih belum
terjualnya produk rokok dipasar karena jumlah rokok yang diproduksi terlalu
besar (over production) pada waktu tertentu. Hal ini menyebabkan terjadinya
penumpukan bahan baku produksi rokok sehingga perusahaan mengeluarkan
biaya lebih untuk biaya penyimpanan bahan baku dan berpotensi rugi apabila
bahan baku yang disimpan melewati batas life time. Permasalahan tersebut dapat
diatasi dengan menerapkan prediksi pada penjualan rokok jenis SKM yang
hasilnya dapat digunakan sebagai acuan dalam menentukan kuantitas produksi
rokok. Prediksi diharapkan dapat meminimalisir kejadian over production untuk
meningkatkan laba perusahaan. Pola data penjualan yang dimiliki oleh PR Gagak
Hitam merupakan pola data trend sehingga penggunaan metode double
exponential smoothing adalah pilihan tepat. Pada prediksi menggunakan data
penjualan rokok SKM tahun 2014 memberikan hasil perhitungan prediksi terbaik
dengan MAPE sebesar 19,98%."
"SISTEM PENDUKUNG KEPUTUSAN PEMBELIAN PADI SECARA TEBAS PADA UD. PUTRA KEMBAR BANYUWANGI MENGGUNAKAN METODE POHON KEPUTUSAN ID3
                    ﻿",2016,"Salah satu perusahaan penggilingan padi yang menerapkan Sistem tebas adalah
UD. Putra Kembar.UD ini, pertama kali didirikan pada tahun 1997 yang beralamatkan
di Dusun Panggung Desa Banjar Kec.Licin Banyuwangi. UD, ini bergerak pada bidang
distributor produsen beras. Pada tahun 2014 ini, peningkatan permintaan beras pada
perusahaan UD.Putra Kembar semakin meningkat sehingga mengharuskan perusahaan
untuk menambah stok padi dengan cara meningkatkan pembelian padi petani.
Pembelian padi petani yang berumur 85 – 90 hari tentu tidak tanpa resiko, pembelian
hanya berdasar peramalan dari kondisi padi. Tidak jarang UD ini mengalami kerugian
pada sistem tebas ini, karena harga yang diberikan tidak sesuai dengan hasil padi yang
di panen.
Hasil yang di dapatkan tidak selalu sebanding dengan harga jual atau pendapatan
penjualan yang diterima. Hal ini dikarenakan petani menjual secara langsung atau
memborongkannya kepada perusahaan penggilingan padi, sehingga harga tidak
berdasarkan pasar melainkan berdasarkan perkiraan panen yang mungkin nantinya
akan didapatkan dari perusahaan penggilingan tersebut. Perkiraan padi yang akan
dibeli tentu akan menjadi patokan utama dalam pembelian dan penentuan harga, namun
dalam memperkirakan tentu tidak mudah. UD.Putra Kembar tidak melakukan kalkulasi
atau perhitungan secara khusus untuk meramalkan atau memperkirakan hasil yang di
dapatkan, melainkan hanya sebatas melihat kondisi padi apakah tergolong padi yang
akan menghasilkan panen tinggi atau rendah. Dalam menentukan apakah padi tersebut
akan menghasilkan panen tinggi atau tidak ada beberapa kriteria-kriteria yang
digunakan, antara lain yaitu warna daun, hama, cara tanam, bulir padi, menghadap arah
matahari dan bulan tanam.
x
Berdasarkan uraian permasalahan tersebut, maka diperlukan suatu sistem
pendukung keputusan yang dapat membantu memperkirakan hasil panen produksi padi
yang lebih akurat dan menganalisa secara rinci dari segi kriteria kriteria yang
digunakan oleh perusahaan UD.Putra Kembar. Sistem ini diharapkan dapat membantu
perusahaan penggilingan padi dalam memperkirakan hasil panen apakah tergolong
kriteria dengan hasil panen tinggi atau rendah, sehingga membantu dalam menentukan
harga beli padi. Prediksi padi ini akan di implementasikan dengan metode pohon
keputusan ID3."
"PERANCANGAN DAN PEMBUATAN SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PEMBELIAN SMARTPHONE ANDROID MENGGUANAKAN METODE FUZZY DATABASE MODEL TAHA
                    ﻿",2016,"Perkembangan Teknologi Komunikasi telah mengalami kemajuan yang pesat.
Hal ini dibuktikan dengan semakin banyaknya bermunculan perangkat telekomunikasi
yang dilengkapi dengan fitur high class. Salah satu bentuk perkembangan teknologi
komunikasi yang paling diminati adalah smarthphone karena dilengkapi fitur-fitur
yang memanjakan konsumennya dan tentu akan terasa sangat berbeda bila kita
bandingkan dengan handphone yang hanya dilengkapi fitur standart."
"SISTEM PENILAIAN UNTUK EVALUASI KINERJA STAFF PERUSAHAAN (TALENT MANAGEMENT) BERBASIS WEB MENGGUNAKAN METODE SAW (Studi Kasus: PT. APIK KOMUNIKA INDONESIA CABANG SITUBONDO)
                    ﻿",2016,"Dalam melakukan operasi bisnis, perusahaan senantiasa patuh
terhadap prinsip-prinsip tata kelola perusahaan yang baik (Good Corporate
Governance) seraya terus memastikan bahwa perusahaan berjalan sesuai
prinsip manajemen modern yang lebih efektif dan efisien, dengan selalu
menerapkan prinsip transparansi, akuntabilitas, responsibilitias, independensi
dan fairness (http://www.telkomsel.com/good-corporate-governance:"
"SISTEM PENILAIAN UNTUK EVALUASI KINERJA STAFF PERUSAHAAN (TALENT MANAGEMENT) BERBASIS WEB MENGGUNAKAN METODE SAW (Studi Kasus: PT. APIK KOMUNIKA INDONESIA CABANG SITUBONDO)
                    ﻿",2016,"PT. Apik Komunika Indonesia merupakan perusahaan dibawah
naungan PT. Telekomunikasi Seluler (Telkomsel) yang bergerak di bidang
telekomunikasi. Perusahaan ini berdiri sebagai authorized dealer dari perusahaan
Telkomsel yang beroperasional untuk kegiatan sales, marketing, dan
pelayanan. PT. Telekmonukiasi Seluler memiliki budaya perusahaan yang
mengedepankan nilainilai etika luhur. Dalam pelaksanaannya, setiap insan
Telkomsel dituntut untuk menerapkan Standar Perilaku yang telah ditetapkan
oleh perseroan. Dalam melakukan operasi bisnis, perusahaan senantiasa patuh
terhadap prinsip-prinsip tata kelola perusahaan yang baik (Good Corporate
Governance) seraya terus memastikan bahwa perusahaan berjalan sesuai
prinsip manajemen modern yang lebih efektif dan efisien, dengan selalu
menerapkan prinsip transparansi, akuntabilitas, responsibilitias, independensi
dan fairness (http://www.telkomsel.com/good-corporate-governance: 8 Agustus
2014)."
"PENERAPAN DOUBLE MOVING AVERAGE UNTUK PREDIKSI PEMBELIAN DAYA ENERGI LISTRIK DALAM JANGKA PENDEK (Studi Kasus PT. PLN Jember)
                    ﻿",2016,"PT PLN Jember adalah salah satu cabang PT. PLN Distribusi Jawa Timur yang melayani kebutuhan listrik diwilayah Jember dan sekitarnya. Penyaluran daya pada sistem kelistrikan Jember memiliki total suplai daya sebesar kurang lebih 1355,505 MW. Setiap bulannya PT. PLN Jember melakukan pembelian tenaga listrik dari sektor pembangkit dan menjualnya kepada masyarakat. Dari hasil pembelian dan penjualan Kwh tersebut, selalu terdapat losses atau susut energi listrik yaitu selisih antara energi yang diterima dari gardu yang tercatat di MDI (Meter Demand Indicator) dengan energi yang dipakai masyarakat pada kurun waktu tertentu. Jember merupakan salah satu daerah di Indonesia yang memiliki perkembangan kebutuhan listrik yang cukup besar, oleh karena itu diperlukan adanya sistem untuk memprediksikan pembelian daya PT. PLN Jember untuk mengendalikan penjualan atau pemakain daya oleh masyarakat dan mengurangi susut daya serta menentukan langkah–langkah untuk mencapai target yang diinginkan. Pada penelitian ini dibangun Sistem Informasi Prediksi menggunakan beberapa variable  seperti jumlah rayon  dan  jumlah  pembelian  daya  rayon  setiap periode. Metode yang digunakan dalam sistem ini adalah double moving average. Metode ini digunakan untuk menghitung rata-rata bergerak ganda yang menghasilkan nilai prediksi. Sistem ini menghasilkan output  berupa prediksi jumlah pembelian berdasarkan rayon dan juga nilai tingkat keakuratan metode."
"SISTEM INFORMASI JADWAL KEBERANGKATAN BUS UPT TERMINAL TAWANG ALUN MENGGUNAKAN TEKNOLOGI RFID (RADIO FREQUENCY IDENTIFICATION)
                    ﻿",2016,"UPT terminal tawang alun sudah memiliki jadwal keberangkatan yang mengatur proses keberangkatan bus. Akan tetapi bus yang telah terjadwal terkadang tidak  semua  melakukan  pemberangkatan  dikareanakan  beberapa  faktor  seperti, mogok, pecah ban, terjadi kecelakaan, ataupun karena sepi penumpang. Permasalahan lain muncul ketika bus tujuan Malang mengganti papan nama kota tujuannya menjadi Surabaya. Hal tersebut dilakukan untuk memperoleh minat penumpang yang menunggu bus di luar terminal karena penumpang tujuan Surabaya lebih banyak dibandingkan penumpang tujuan Malang.  Penumpang yang tidak mengetahui hal tersebut terpaksa pindah ke bus yang sudah ditetapkan pihak kondektur bus sebelumnya di terminal selanjutnya. Informasi jadwal keberangkatan bus pun hanya bisa ditemukan di terminal bus Tawang Alun, sehingga jadwal keberangkatan bus tersebut hanya dapat dilihat oleh penumpang yang berada disana. Permasalahan – permasalahan yang muncul sangat mengganggu kenyamanan penumpang dalam menggunakan alat transportasi ini.
Untuk meminimalisir permasalahan tersebut diperlukan informasi jadwal keberangkatan serta ciri-ciri bus yang valid dan mudah didapat oleh penumpang. Salah satu cara yang paling mudah untuk mendapatkan informasi secara cepat dan luas adalah dengan mengaksesnya secara online. Alternatif yang dapat dipilih untuk menunjang proses tersebut adalah dengan menggunakan metode RFID (Radio Frequency Identification). Metode ini mempermudah operator dalam mengidentifkasi informasi bus seperti jadwal keberangkatan dan ciri-cirnya. Informasi dari proses identifikasi  metode  ini  akan  diterima  oleh sistem, yang selanjutnya sistem akan menampilkan informasi berupa jadwal  keberangkatan serta ciri-ciri bus melalui proses online yang dapat diakses oleh penumpang dimanapun mereka berada.
Teknologi Radio Frequency Identification (RFID) merupakan teknologi wireless menggunakan chip yang dapat dideteksi pada range beberapa meter oleh pembaca RFID. Tekhnologi ini terdiri dari tag RFID dan reader RFID. Tag RFID merupakan device yang terbuat dari rangkaian elektronika dan antena yang terintegrasi di dalam rangkaian  tersebut.  Rangkaian  elektronik  dari  tag  RFID umumnya memiliki memori sehingga tag ini mempunyai kemampuan untuk menyimpan data. Sedangkan RFID reader merupakan suatu device yang berfungsi untuk membaca tag RFID dan mengkomunikasikan hasilnya ke dalam database.
Tag RFID ini akan disematkan pada bus yang sudah terdaftar di Terminal Tawang alun. Tag yang disematkan pada bus akan terbaca oleh reader ketika bus masuk ke dalam jalur pemberangkatan. Proses ini akan terintegrasi dengan komputer sehingga akan berjalan dan tersimpan otomatis ke dalam database. Selanjutnya sistem akan terkoneksi dengan internet sehingga penumpang dapat mengakses informasi ini melalui webbrowser dimanapun mereka berada."
